"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
233,"REP - State Senate Dist 37 (Vote For 1)","Scott Johnson","REP",6103,20.00,0,0,2,2,"0","164"
234,"REP - State Senate Dist 37 (Vote For 1)","Ed Setzler","REP",16504,54.08,0,0,2,2,"0","164"
235,"DEM - State Senate Dist 37 (Vote For 1)","Titus Nichols","DEM",3823,30.00,0,0,2,2,"0","31"
236,"DEM - State Senate Dist 37 (Vote For 1)","Vanessa Parker","DEM",8920,70.00,0,0,2,2,"0","31"
237,"State Senate - District 38 - Dem (Vote For 1)","Melody Bray","DEM",6153,23.72,0,0,2,2,"0","831"
238,"State Senate - District 38 - Dem (Vote For 1)","Michael Carson","DEM",2307,8.89,0,0,2,2,"0","831"
239,"State Senate - District 38 - Dem (Vote For 1)","Adam Petty","DEM",1032,3.98,0,0,2,2,"0","831"
240,"State Senate - District 38 - Dem (Vote For 1)","Horacena Tate (I)","DEM",16449,63.41,0,0,2,2,"0","831"
241,"DEM - State Senate Dist 39 (Vote For 1)","Sonya Halpern (I)","DEM",21276,100.00,0,0,1,1,"0","3200"
242,"State Senate - District 40 - Rep (Vote For 1)","Austin McDonald","REP",11114,100.00,0,0,2,2,"0","4040"
243,"State Senate - District 40 - Dem (Vote For 1)","Sally Harrell (I)","DEM",11292,100.00,0,0,2,2,"0","1115"
244,"State Senate - District 41 - Rep (Vote For 1)","Jayre Jones","REP",5068,100.00,0,0,2,2,"0","1857"
245,"State Senate - District 41 - Dem (Vote For 1)","Kim Jackson (I)","DEM",19260,100.00,0,0,2,2,"0","2372"
246,"State Senate - District 42 - Dem (Vote For 1)","Elena Parent (I)","DEM",26103,100.00,0,0,1,1,"0","3300"
247,"State Senate - District 43 - Rep (Vote For 1)","Melanie Williams","REP",7997,100.00,0,0,3,3,"0","65"
248,"State Senate - District 43 - Dem (Vote For 1)","Tonya P. Anderson (I)","DEM",18681,87.84,0,0,3,3,"0","240"
249,"State Senate - District 43 - Dem (Vote For 1)","Joe N. Lester","DEM",2587,12.16,0,0,3,3,"0","240"
250,"DEM - State Senate Dist 44 (Vote For 1)","Gail Davenport (I)","DEM",21790,88.10,0,0,2,2,"0","457"
251,"DEM - State Senate Dist 44 (Vote For 1)","Robert Flournoy, Jr.","DEM",2942,11.90,0,0,2,2,"0","457"
252,"State Senate - District 45 - Rep (Vote For 1)","Clint Dixon (I)","REP",18578,100.00,0,0,2,2,"0","743"
253,"State Senate - District 45 - Dem (Vote For 1)","Matielyn Jones","DEM",7544,100.00,0,0,2,2,"0","94"
254,"State Senate - District 46 - Rep (Vote For 1)","Bill Cowsert (I)","REP",25895,100.00,0,0,5,5,"0","218"
255,"State Senate - District 46 - Dem (Vote For 1)","Andrew Ferguson","DEM",8222,100.00,0,0,5,5,"0","68"
256,"State Senate - District 47 - Rep (Vote For 1)","Charlie Chase","REP",3278,13.30,0,0,4,4,"0","287"
257,"State Senate - District 47 - Rep (Vote For 1)","Frank Ginn (I)","REP",16293,66.12,0,0,4,4,"0","287"
258,"State Senate - District 47 - Rep (Vote For 1)","Ross Harvin","REP",5070,20.58,0,0,4,4,"0","287"
259,"State Senate - District 47 - Dem (Vote For 1)","Conolus Scott, Jr.","DEM",8913,100.00,0,0,4,4,"0","128"
260,"REP - State Senate Dist 48 (Vote For 1)","Kevin Grindlay","REP",8129,42.95,0,0,3,3,"0","1371"
261,"REP - State Senate Dist 48 (Vote For 1)","Shawn Still","REP",10798,57.05,0,0,3,3,"0","1371"
262,"DEM - State Senate Dist 48 (Vote For 1)","Josh Uddin","DEM",8014,100.00,0,0,3,3,"0","273"
263,"State Senate - District 49 - Rep (Vote For 1)","Shelly Echols","REP",17457,60.09,0,0,1,1,"0","2463"
264,"State Senate - District 49 - Rep (Vote For 1)","Scott Gibbs","REP",9438,32.49,0,0,1,1,"0","2463"
265,"State Senate - District 49 - Rep (Vote For 1)","Richard Straut","REP",2156,7.42,0,0,1,1,"0","2463"
266,"State Senate - District 49 - Dem (Vote For 1)","Jody Cooley","DEM",3628,100.00,0,0,1,1,"0","609"
267,"State Senate - District 50 - Rep (Vote For 1)","Bo Hatchett (I)","REP",32894,100.00,0,0,9,9,"0","401"
268,"State Senate - District 50 - Dem (Vote For 1)","Paulette Williams","DEM",2709,100.00,0,0,9,9,"0","37"
269,"REP - State Senate Dist 51 (Vote For 1)","Steve Gooch (I)","REP",39504,100.00,0,0,7,7,"0","914"
270,"REP - State Senate Dist 52 (Vote For 1)","Chuck Hufstetler (I)","REP",16793,62.30,0,0,3,3,"0","522"
271,"REP - State Senate Dist 52 (Vote For 1)","Derek Keeney","REP",3896,14.45,0,0,3,3,"0","522"
272,"REP - State Senate Dist 52 (Vote For 1)","Jeff Lewis","REP",6265,23.24,0,0,3,3,"0","522"
273,"REP - State Senate Dist 53 (Vote For 1)","Steven M. Henry","REP",13827,48.58,0,0,5,5,"0","568"
274,"REP - State Senate Dist 53 (Vote For 1)","Colton Moore","REP",14636,51.42,0,0,5,5,"0","568"
275,"REP - State Senate Dist 54 (Vote For 1)","Doug Keener","REP",7894,32.49,0,0,3,3,"0","618"
276,"REP - State Senate Dist 54 (Vote For 1)","Chuck Payne (I)","REP",16401,67.51,0,0,3,3,"0","618"
277,"State Senate - District 55 - Dem (Vote For 1)","Gloria S. Butler (I)","DEM",18754,77.53,0,0,2,2,"0","478"
278,"State Senate - District 55 - Dem (Vote For 1)","Gege Odion","DEM",5436,22.47,0,0,2,2,"0","478"
279,"REP - State Senate Dist 56 (Vote For 1)","John Albers (I)","REP",31495,100.00,0,0,3,3,"0","1561"
280,"DEM - State Senate Dist 56 (Vote For 1)","Patrick Thompson","DEM",10604,100.00,0,0,3,3,"0","290"
281,"REP - State House Dist 1 (Vote For 1)","Mike Cameron (I)","REP",6150,75.89,0,0,2,2,"0","260"
282,"REP - State House Dist 1 (Vote For 1)","Jackie Harling","REP",1954,24.11,0,0,2,2,"0","260"
283,"REP - State House Dist 2 (Vote For 1)","Jim Coles","REP",1710,17.14,0,0,3,3,"0","96"
284,"REP - State House Dist 2 (Vote For 1)","Todd Noblitt","REP",1686,16.90,0,0,3,3,"0","96"
285,"REP - State House Dist 2 (Vote For 1)","Steve Tarvin (I)","REP",6582,65.97,0,0,3,3,"0","96"
286,"REP - State House Dist 3 (Vote For 1)","Mitchell Horner","REP",4730,53.96,0,0,1,1,"0","816"
287,"REP - State House Dist 3 (Vote For 1)","Darrell Weldon, Sr.","REP",4036,46.04,0,0,1,1,"0","816"
288,"REP - State House Dist 4 (Vote For 1)","Kasey Carpenter (I)","REP",3141,66.21,0,0,1,1,"0","154"
289,"REP - State House Dist 4 (Vote For 1)","Nick Voyles","REP",1603,33.79,0,0,1,1,"0","154"
290,"REP - State House Dist 5 (Vote For 1)","Matt Barton (I)","REP",7957,100.00,0,0,2,2,"0","86"
291,"REP - State House Dist 6 (Vote For 1)","Lee Coker","REP",3113,33.57,0,0,3,3,"0","52"
292,"REP - State House Dist 6 (Vote For 1)","Jason T. Ridley (I)","REP",6160,66.43,0,0,3,3,"0","52"
293,"REP - State House Dist 7 (Vote For 1)","David Ralston (I)","REP",12931,100.00,0,0,3,3,"0","201"
294,"State House of Representatives - District 8 - Rep (Vote For 1)","Stan Gunter (I)","REP",14653,100.00,0,0,3,3,"0","440"
295,"State House of Representatives - District 8 - Dem (Vote For 1)","June Krise","DEM",1552,100.00,0,0,3,3,"0","47"
296,"REP - State House Dist 9 (Vote For 1)","Tyler Tolin","REP",2114,18.47,0,0,3,3,"0","295"
297,"REP - State House Dist 9 (Vote For 1)","Will Wade (I)","REP",9333,81.53,0,0,3,3,"0","295"
298,"State House of Representatives - District 10 - Rep (Vote For 1)","Victor E. Anderson (I)","REP",10798,100.00,0,0,2,2,"0","981"
299,"REP - State House Dist 11 (Vote For 1)","Rick Jasperse (I)","REP",11343,100.00,0,0,3,3,"0","219"
300,"DEM - State House Dist 11 (Vote For 1)","Kayla L. Hollifield","DEM",921,100.00,0,0,3,3,"0","17"
301,"REP - State House Dist 12 (Vote For 1)","Eddie Lumsden (I)","REP",7019,81.88,0,0,2,2,"0","133"
302,"REP - State House Dist 12 (Vote For 1)","Robert Watson","REP",1553,18.12,0,0,2,2,"0","133"
303,"REP - State House Dist 13 (Vote For 1)","Brad Barnes","REP",790,10.66,0,0,1,1,"0","236"
304,"REP - State House Dist 13 (Vote For 1)","Katie Dempsey (I)","REP",5365,72.42,0,0,1,1,"0","236"
305,"REP - State House Dist 13 (Vote For 1)","Luke Martin","REP",1253,16.91,0,0,1,1,"0","236"
306,"REP - State House Dist 14 (Vote For 1)","Mitchell Scoggins (I)","REP",9770,100.00,0,0,2,2,"0","711"
307,"REP - State House Dist 15 (Vote For 1)","Matthew Gambill (I)","REP",7384,100.00,0,0,1,1,"0","889"
308,"REP - State House Dist 16 (Vote For 1)","Trey Kelley (I)","REP",6066,62.43,0,0,2,2,"0","261"
309,"REP - State House Dist 16 (Vote For 1)","Scott Richards","REP",3650,37.57,0,0,2,2,"0","261"
310,"REP - State House Dist 17 (Vote For 1)","Martin Momtahan (I)","REP",5214,79.28,0,0,1,1,"0","492"
311,"REP - State House Dist 17 (Vote For 1)","Neil Wolin","REP",1363,20.72,0,0,1,1,"0","492"
312,"DEM - State House Dist 17 (Vote For 1)","Sunshine Marshall","DEM",2233,100.00,0,0,1,1,"0","346"
313,"REP - State House Dist 18 (Vote For 1)","Tyler Paul Smith (I)","REP",10587,100.00,0,0,3,3,"0","396"
314,"DEM - State House Dist 18 (Vote For 1)","Pat Rhudy","DEM",853,100.00,0,0,3,3,"0","99"
315,"REP - State House Dist 19 (Vote For 1)","Joseph Gullett (I)","REP",6648,100.00,0,0,1,1,"0","905"
316,"DEM - State House Dist 19 (Vote For 1)","R.J. Coyle","DEM",2464,100.00,0,0,1,1,"0","441"
317,"REP - State House Dist 20 (Vote For 1)","Charlice Byrd (I)","REP",6914,66.44,0,0,1,1,"0","645"
318,"REP - State House Dist 20 (Vote For 1)","Stu Hixon","REP",1705,16.38,0,0,1,1,"0","645"
319,"REP - State House Dist 20 (Vote For 1)","Lynne Saunders","REP",1787,17.17,0,0,1,1,"0","645"
320,"REP - State House Dist 21 (Vote For 1)","Brad Thomas (I)","REP",11880,100.00,0,0,1,1,"0","1774"
321,"REP - State House Dist 22 (Vote For 1)","Donna Kosicki","REP",3505,46.50,0,0,2,2,"0","565"
322,"REP - State House Dist 22 (Vote For 1)","Jordan Ridley","REP",4033,53.50,0,0,2,2,"0","565"
323,"DEM - State House Dist 22 (Vote For 1)","Stacee Lashone Hill","DEM",2636,100.00,0,0,2,2,"0","123"
324,"REP - State House Dist 23 (Vote For 1)","Mandi L Ballinger (I)","REP",8143,77.80,0,0,1,1,"0","1031"
325,"REP - State House Dist 23 (Vote For 1)","Allen Hutchinson","REP",2324,22.20,0,0,1,1,"0","1031"
326,"REP - State House Dist 24 (Vote For 1)","Carter Barrett","REP",3418,42.02,0,0,1,1,"0","544"
327,"REP - State House Dist 24 (Vote For 1)","Sheri Smallwood Gilligan (I)","REP",4042,49.69,0,0,1,1,"0","544"
328,"REP - State House Dist 24 (Vote For 1)","Ed Solly","REP",675,8.30,0,0,1,1,"0","544"
329,"DEM - State House Dist 24 (Vote For 1)","Sydney Walker","DEM",1666,100.00,0,0,1,1,"0","283"
330,"REP - State House Dist 25 (Vote For 1)","Todd Jones (I)","REP",7351,100.00,0,0,2,2,"0","966"
331,"DEM - State House Dist 25 (Vote For 1)","Craig J. Meyer","DEM",2020,100.00,0,0,2,2,"0","238"
332,"REP - State House Dist 26 (Vote For 1)","Lauren W. McDonald III (I)","REP",8494,100.00,0,0,1,1,"0","1252"
333,"DEM - State House Dist 26 (Vote For 1)","Matthew J. Helms","DEM",1410,100.00,0,0,1,1,"0","240"
334,"State House of Representatives - District 27 - Rep (Vote For 1)","Lee Hawkins (I)","REP",11813,100.00,0,0,2,2,"0","1081"
335,"REP - State House Dist 28 (Vote For 1)","Brent Cox","REP",3367,32.31,0,0,2,2,"0","970"
336,"REP - State House Dist 28 (Vote For 1)","Donald Lannom","REP",746,7.16,0,0,2,2,"0","970"
337,"REP - State House Dist 28 (Vote For 1)","John Luchetti","REP",361,3.46,0,0,2,2,"0","970"
338,"REP - State House Dist 28 (Vote For 1)","Blake McClellan","REP",1396,13.40,0,0,2,2,"0","970"
339,"REP - State House Dist 28 (Vote For 1)","Tim Short","REP",2188,21.00,0,0,2,2,"0","970"
340,"REP - State House Dist 28 (Vote For 1)","Julie Tressler","REP",2363,22.68,0,0,2,2,"0","970"
341,"DEM - State House Dist 28 (Vote For 1)","Claudia Wood","DEM",1113,100.00,0,0,2,2,"0","130"
342,"State House of Representatives - District 29 - Rep (Vote For 1)","Matt Dubnik (I)","REP",4218,100.00,0,0,1,1,"0","598"
343,"State House of Representatives - District 29 - Dem (Vote For 1)","Devin Pandy","DEM",1140,100.00,0,0,1,1,"0","211"
344,"State House of Representatives - District 30/ Para Representante Estatal ante la Asamblea Distrito 30 - Rep (Vote For 1)","Derrick McCollum","REP",4975,49.80,0,0,2,2,"0","174"
345,"State House of Representatives - District 30/ Para Representante Estatal ante la Asamblea Distrito 30 - Rep (Vote For 1)","Whitney Pimentel","REP",3202,32.06,0,0,2,2,"0","174"
346,"State House of Representatives - District 30/ Para Representante Estatal ante la Asamblea Distrito 30 - Rep (Vote For 1)","Barry Sanders","REP",1812,18.14,0,0,2,2,"0","174"
347,"State House of Representatives - District 30/ Para Representante Estatal ante la Asamblea Distrito 30 - Dem (Vote For 1)","Kim Floria","DEM",1340,100.00,0,0,2,2,"0","45"
348,"State House of Representatives - District 31 - Rep (Vote For 1)","Don Clerici","REP",4373,47.00,0,0,2,2,"0","18"
349,"State House of Representatives - District 31 - Rep (Vote For 1)","Emory Dunahoo, Jr. (I)","REP",4931,53.00,0,0,2,2,"0","18"
350,"State House of Representatives - District 32 - Rep (Vote For 1)","Chris Erwin (I)","REP",8889,100.00,0,0,4,4,"0","426"
351,"State House of Representatives - District 33 - Rep (Vote For 1)","Alan Powell (I)","REP",8726,74.18,0,0,3,3,"0","145"
352,"State House of Representatives - District 33 - Rep (Vote For 1)","Dylan Purcell","REP",3037,25.82,0,0,3,3,"0","145"
353,"State House of Representatives - District 34 - Rep (Vote For 1)","Devan Seabaugh (I)","REP",11143,100.00,0,0,1,1,"0","1717"
354,"State House of Representatives - District 34 - Dem (Vote For 1)","Dorothy Coker","DEM",4041,100.00,0,0,1,1,"0","636"
355,"State House of Representatives - District 35 - Rep (Vote For 1)","Robert Trim","REP",4088,100.00,0,0,1,1,"0","790"
356,"State House of Representatives - District 35 - Dem (Vote For 1)","Lisa Campbell","DEM",2051,60.27,0,0,1,1,"0","239"
357,"State House of Representatives - District 35 - Dem (Vote For 1)","Nick Miller","DEM",563,16.54,0,0,1,1,"0","239"
358,"State House of Representatives - District 35 - Dem (Vote For 1)","Kyle Rinaudo","DEM",789,23.19,0,0,1,1,"0","239"
359,"State House of Representatives - District 36 - Rep (Vote For 1)","Ginny Ehrhart (I)","REP",11597,100.00,0,0,1,1,"0","2105"
360,"State House of Representatives - District 36 - Dem (Vote For 1)","James F. Ryner","DEM",4448,100.00,0,0,1,1,"0","845"
361,"State House of Representatives - District 37 - Rep (Vote For 1)","Marites """"Tess"""" Redding","REP",4522,100.00,0,0,1,1,"0","1230"
362,"State House of Representatives - District 37 - Dem (Vote For 1)","Mary Frances Williams (I)","DEM",3538,100.00,0,0,1,1,"0","468"
363,"State House of Representatives - District 38 - Dem (Vote For 1)","David Wilkerson (I)","DEM",6264,100.00,0,0,1,1,"0","700"
364,"State House of Representatives - District 39 - Rep (Vote For 1)","Olivia Angel","REP",1860,100.00,0,0,1,1,"0","525"
365,"State House of Representatives - District 39 - Dem (Vote For 1)","Terry Cummings","DEM",1752,27.00,0,0,1,1,"0","459"
366,"State House of Representatives - District 39 - Dem (Vote For 1)","Monica Evette Delancy","DEM",1881,28.99,0,0,1,1,"0","459"
367,"State House of Representatives - District 39 - Dem (Vote For 1)","Deborah Johnson","DEM",1262,19.45,0,0,1,1,"0","459"
368,"State House of Representatives - District 39 - Dem (Vote For 1)","Wanda Lesteranthony","DEM",238,3.67,0,0,1,1,"0","459"
369,"State House of Representatives - District 39 - Dem (Vote For 1)","Tamarre Pierre","DEM",1355,20.88,0,0,1,1,"0","459"
370,"State House of Representatives - District 40 - Rep (Vote For 1)","Fun Fong","REP",4536,100.00,0,0,1,1,"0","1592"
371,"State House of Representatives - District 40 - Dem (Vote For 1)","Thomas Casez","DEM",2281,40.44,0,0,1,1,"0","628"
372,"State House of Representatives - District 40 - Dem (Vote For 1)","Doug Stoner","DEM",3360,59.56,0,0,1,1,"0","628"
373,"State House of Representatives - District 41 - Rep (Vote For 1)","James Allen Rodi","REP",2083,100.00,0,0,1,1,"0","518"
374,"State House of Representatives - District 41 - Dem (Vote For 1)","Michael Smith (I)","DEM",3754,100.00,0,0,1,1,"0","510"
375,"State House of Representatives - District 42 - Dem (Vote For 1)","Teri Anulewicz (I)","DEM",3535,100.00,0,0,1,1,"0","495"
376,"State House of Representatives - District 43 - Rep (Vote For 1)","Anna J. Tillman","REP",4209,100.00,0,0,1,1,"0","1042"
377,"State House of Representatives - District 43 - Dem (Vote For 1)","Solomon Adesanya","DEM",1845,57.16,0,0,1,1,"0","320"
378,"State House of Representatives - District 43 - Dem (Vote For 1)","Benjamin Stahl","DEM",1383,42.84,0,0,1,1,"0","320"
379,"REP - State House Dist 44 (Vote For 1)","Don L. Parsons (I)","REP",7580,100.00,0,0,2,2,"0","455"
380,"DEM - State House Dist 44 (Vote For 1)","Willie Mae Oyogoa","DEM",3012,100.00,0,0,2,2,"0","86"
381,"State House of Representatives - District 45 - Rep (Vote For 1)","Sharon Cooper (I)","REP",10718,78.38,0,0,1,1,"0","1519"
382,"State House of Representatives - District 45 - Rep (Vote For 1)","Carminthia Moore","REP",2957,21.62,0,0,1,1,"0","1519"
383,"State House of Representatives - District 45 - Dem (Vote For 1)","Dustin McCormick","DEM",5226,100.00,0,0,1,1,"0","991"
384,"REP - State House Dist 46 (Vote For 1)","John Carson (I)","REP",9962,100.00,0,0,2,2,"0","352"
385,"DEM - State House Dist 46 (Vote For 1)","Micheal Garza","DEM",3370,100.00,0,0,2,2,"0","76"
386,"REP - State House Dist 47 (Vote For 1)","Jan Jones (I)","REP",6460,100.00,0,0,2,2,"0","132"
387,"REP - State House Dist 48 (Vote For 1)","Scott Hilton","REP",6843,100.00,0,0,2,2,"0","1348"
388,"DEM - State House Dist 48 (Vote For 1)","Mary Robichaux (I)","DEM",3663,100.00,0,0,2,2,"0","375"
389,"REP - State House Dist 49 (Vote For 1)","Michael Gordon","REP",1597,18.37,0,0,1,1,"0","1304"
390,"REP - State House Dist 49 (Vote For 1)","Charles E. """"Chuck"""" Martin (I)","REP",7095,81.63,0,0,1,1,"0","1304"
391,"DEM - State House Dist 49 (Vote For 1)","Peggy Gillen","DEM",3032,100.00,0,0,1,1,"0","620"
392,"REP - State House Dist 50 (Vote For 1)","Betsy Kramer","REP",2273,46.11,0,0,1,1,"0","740"
393,"REP - State House Dist 50 (Vote For 1)","Narender Reddy","REP",1378,27.95,0,0,1,1,"0","740"
394,"REP - State House Dist 50 (Vote For 1)","Jill Trammell","REP",1279,25.94,0,0,1,1,"0","740"
395,"DEM - State House Dist 50 (Vote For 1)","Michelle Au","DEM",3565,100.00,0,0,1,1,"0","428"
396,"REP - State House Dist 51 (Vote For 1)","Peter Korman","REP",4682,100.00,0,0,1,1,"0","1646"
397,"DEM - State House Dist 51 (Vote For 1)","Erendira Brumley","DEM",1811,46.68,0,0,1,1,"0","557"
398,"DEM - State House Dist 51 (Vote For 1)","Esther Panitch","DEM",2069,53.32,0,0,1,1,"0","557"
399,"State House of Representatives - District 52 - Rep (Vote For 1)","Wendy Ahrenkiel","REP",3914,100.00,0,0,2,2,"0","888"
400,"State House of Representatives - District 52 - Dem (Vote For 1)","Shea Roberts (I)","DEM",3778,100.00,0,0,2,2,"0","265"
401,"REP - State House Dist 53 (Vote For 1)","Deborah Silcox","REP",7061,100.00,0,0,1,1,"0","2349"
402,"DEM - State House Dist 53 (Vote For 1)","Kelly Coffman","DEM",3493,100.00,0,0,1,1,"0","849"
403,"REP - State House Dist 54 (Vote For 1)","John Bailey","REP",4108,100.00,0,0,1,1,"0","1740"
404,"DEM - State House Dist 54 (Vote For 1)","Betsy Holland (I)","DEM",3514,100.00,0,0,1,1,"0","610"
405,"REP - State House Dist 55 (Vote For 1)","Samuel S. Lenaeus","REP",1857,100.00,0,0,1,1,"0","1105"
406,"DEM - State House Dist 55 (Vote For 1)","Nate Green","DEM",2893,46.52,0,0,1,1,"0","1003"
407,"DEM - State House Dist 55 (Vote For 1)","Inga Willis","DEM",3326,53.48,0,0,1,1,"0","1003"
408,"DEM - State House Dist 56 (Vote For 1)","Will Chandler","DEM",357,7.06,0,0,1,1,"0","598"
409,"DEM - State House Dist 56 (Vote For 1)","Keona Jones","DEM",1397,27.64,0,0,1,1,"0","598"
410,"DEM - State House Dist 56 (Vote For 1)","Mesha Mainor (I)","DEM",3300,65.29,0,0,1,1,"0","598"
411,"DEM - State House Dist 57 (Vote For 1)","Stacey Evans (I)","DEM",6404,100.00,0,0,1,1,"0","854"
412,"DEM - State House Dist 58 (Vote For 1)","Park Elizabeth Cannon (I)","DEM",5931,82.35,0,0,1,1,"0","864"
413,"DEM - State House Dist 58 (Vote For 1)","Brandon Tonge","DEM",1271,17.65,0,0,1,1,"0","864"
414,"DEM - State House Dist 59 (Vote For 1)","Toney Collins","DEM",3228,46.16,0,0,1,1,"0","1021"
415,"DEM - State House Dist 59 (Vote For 1)","Phil Olaleye","DEM",3765,53.84,0,0,1,1,"0","1021"
416,"DEM - State House Dist 60 (Vote For 1)","Sheila Jones (I)","DEM",6088,88.50,0,0,1,1,"0","620"
417,"DEM - State House Dist 60 (Vote For 1)","Steven D. Lee","DEM",791,11.50,0,0,1,1,"0","620"
418,"DEM - State House Dist 61 (Vote For 1)","Roger Bruce (I)","DEM",4536,47.20,0,0,2,2,"0","102"
419,"DEM - State House Dist 61 (Vote For 1)","Robert Dawson","DEM",1740,18.10,0,0,2,2,"0","102"
420,"DEM - State House Dist 61 (Vote For 1)","Rashaun Kemp","DEM",1841,19.16,0,0,2,2,"0","102"
421,"DEM - State House Dist 61 (Vote For 1)","Monique McCoy","DEM",1494,15.54,0,0,2,2,"0","102"
422,"DEM - State House Dist 62 (Vote For 1)","Thomas Calloway","DEM",2110,26.42,0,0,1,1,"0","798"
423,"DEM - State House Dist 62 (Vote For 1)","Tanya F. Miller","DEM",4311,53.98,0,0,1,1,"0","798"
424,"DEM - State House Dist 62 (Vote For 1)","Josh Noblitt","DEM",1565,19.60,0,0,1,1,"0","798"
425,"DEM - State House Dist 63 (Vote For 1)","Kim Schofield (I)","DEM",6052,100.00,0,0,1,1,"0","1051"
426,"REP - State House Dist 64 (Vote For 1)","Shane Miller","REP",2831,41.66,0,0,2,2,"0","379"
427,"REP - State House Dist 64 (Vote For 1)","Kimberly R. New","REP",3864,56.87,0,0,2,2,"0","379"
428,"REP - State House Dist 64 (Vote For 1)","Preston Parra","REP",100,1.47,0,0,2,2,"0","379"
429,"DEM - State House Dist 64 (Vote For 1)","Montenia Edwards","DEM",2342,61.76,0,0,2,2,"0","172"
430,"DEM - State House Dist 64 (Vote For 1)","Christopher R. Thornton","DEM",850,22.42,0,0,2,2,"0","172"
431,"DEM - State House Dist 64 (Vote For 1)","Mignon Willis","DEM",600,15.82,0,0,2,2,"0","172"
432,"REP - State House Dist 65 (Vote For 1)","Jan Horne","REP",3752,100.00,0,0,3,3,"0","405"
433,"DEM - State House Dist 65 (Vote For 1)","Mandisha A. Thomas","DEM",7432,100.00,0,0,3,3,"0","112"
434,"DEM - State House Dist 66 (Vote For 1)","Kimberly Alexander (I)","DEM",5635,100.00,0,0,1,1,"0","442"
435,"REP - State House Dist 67 (Vote For 1)","Marziyeh Marzi Amirizadeh","REP",3448,100.00,0,0,2,2,"0","881"
436,"DEM - State House Dist 67 (Vote For 1)","Lydia Glaize","DEM",5442,100.00,0,0,2,2,"0","129"
437,"REP - State House Dist 68 (Vote For 1)","Stoney Mathis","REP",4397,100.00,0,0,2,2,"0","997"
438,"DEM - State House Dist 68 (Vote For 1)","Tish Naghise","DEM",3408,59.07,0,0,2,2,"0","272"
439,"DEM - State House Dist 68 (Vote For 1)","Jane Williams","DEM",2361,40.93,0,0,2,2,"0","272"
440,"DEM - State House Dist 69 (Vote For 1)","Debra Bazemore (I)","DEM",6620,75.49,0,0,2,2,"0","330"
441,"DEM - State House Dist 69 (Vote For 1)","Cobie Lyrix Brown","DEM",457,5.21,0,0,2,2,"0","330"
442,"DEM - State House Dist 69 (Vote For 1)","Tyriq Jackson","DEM",1692,19.30,0,0,2,2,"0","330"
443,"REP - State House Dist 70 (Vote For 1)","Angel Nunez","REP",989,13.66,0,0,2,2,"0","54"
444,"REP - State House Dist 70 (Vote For 1)","Lynn Smith (I)","REP",6253,86.34,0,0,2,2,"0","54"
445,"DEM - State House Dist 70 (Vote For 1)","Calvin Louis Anderson, Jr.","DEM",2123,100.00,0,0,2,2,"0","18"
446,"REP - State House Dist 71 (Vote For 1)","J. Collins (I)","REP",7246,100.00,0,0,1,1,"0","674"
447,"DEM - State House Dist 71 (Vote For 1)","Afoma Eguh Okafor","DEM",1888,100.00,0,0,1,1,"0","402"
448,"REP - State House Dist 72 (Vote For 1)","David Huddleston","REP",8292,100.00,0,0,3,3,"0","654"
449,"REP - State House Dist 73 (Vote For 1)","Josh Bonner (I)","REP",10526,100.00,0,0,2,2,"0","779"
450,"REP - State House Dist 74 (Vote For 1)","David Ballard","REP",3248,33.62,0,0,3,3,"0","314"
451,"REP - State House Dist 74 (Vote For 1)","Karen Mathiak (I)","REP",6412,66.38,0,0,3,3,"0","314"
452,"DEM - State House Dist 74 (Vote For 1)","William Harris","DEM",2025,64.16,0,0,3,3,"0","149"
453,"DEM - State House Dist 74 (Vote For 1)","Errol Mitchell","DEM",1131,35.84,0,0,3,3,"0","149"
454,"REP - State House Dist 75 (Vote For 1)","Della Ashley","REP",739,100.00,0,0,1,1,"0","215"
455,"DEM - State House Dist 75 (Vote For 1)","Herman """"Drew"""" Andrews","DEM",1641,29.01,0,0,1,1,"0","220"
456,"DEM - State House Dist 75 (Vote For 1)","Mike Glanton (I)","DEM",4015,70.99,0,0,1,1,"0","220"
457,"DEM - State House Dist 76 (Vote For 1)","Sandra Givens Scott (I)","DEM",6029,100.00,0,0,1,1,"0","452"
458,"DEM - State House Dist 77 (Vote For 1)","Rhonda Burnough (I)","DEM",5149,100.00,0,0,1,1,"0","441"
459,"DEM - State House Dist 78 (Vote For 1)","Demetrius Douglas (I)","DEM",5533,74.21,0,0,2,2,"0","232"
460,"DEM - State House Dist 78 (Vote For 1)","Attania Jean-Funny","DEM",1923,25.79,0,0,2,2,"0","232"
461,"DEM - State House Dist 79 (Vote For 1)","Yasmin Neal (I)","DEM",3894,100.00,0,0,1,1,"0","333"
462,"State House of Representatives - District 80 - Rep (Vote For 1)","Brian Anderson","REP",4256,100.00,0,0,1,1,"0","1738"
463,"State House of Representatives - District 80 - Dem (Vote For 1)","Long Tran","DEM",3240,100.00,0,0,1,1,"0","526"
464,"State House of Representatives - District 81 - Rep (Vote For 1)","Mary Williams Benefield","REP",3383,100.00,0,0,1,1,"0","1692"
465,"State House of Representatives - District 81 - Dem (Vote For 1)","Scott Holcomb (I)","DEM",5147,100.00,0,0,1,1,"0","621"
