precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
23-05,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,MAIL IN,144,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,MAIL IN,195,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,MAIL IN,529,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,011,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,CAROL FUKUNAGA,,MAIL IN,508,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,011,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,BENJAMIN SAKAI,,MAIL IN,170,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,MAIL IN,171,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,MAIL IN,291,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,MAIL IN,236,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,MAIL IN,249,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,MAIL IN,209,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,MAIL IN,207,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,MAIL IN,199,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,MAIL IN,252,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #1,FALSE,,,YES,,MAIL IN,382,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #1,FALSE,,,NO,,MAIL IN,266,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #2,FALSE,,,YES,,MAIL IN,505,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #2,FALSE,,,NO,,MAIL IN,140,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #3,FALSE,,,YES,,MAIL IN,512,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #3,FALSE,,,NO,,MAIL IN,130,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #4,FALSE,,,YES,,MAIL IN,409,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
23-05,,CHARTER QUESTION #4,FALSE,,,NO,,MAIL IN,190,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,MAIL IN,31,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,MAIL IN,12,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,MAIL IN,618,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,US SENATE,FALSE,GREEN,OTHER,EMMA JANE A POHLMAN,SENATE,MAIL IN,26,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,MAIL IN,1684,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,MAIL IN,1699,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,MAIL IN,639,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,MAIL IN,734,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,MAIL IN,1665,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,012,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,BLAKE BOYD,,MAIL IN,691,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,012,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,SHARON Y MORIWAKI,,MAIL IN,1607,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,024,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,JILLIAN T ANDERSON,,MAIL IN,751,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,024,STATE HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ADRIAN TAM,,MAIL IN,1590,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,MAIL IN,643,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,MAIL IN,971,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,MAIL IN,672,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,MAIL IN,753,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,MAIL IN,738,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,MAIL IN,591,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,MAIL IN,758,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,MAIL IN,682,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,004,COUNCILMEMBER,FALSE,,,KALEO NAKOA,,MAIL IN,637,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,004,COUNCILMEMBER,FALSE,,,TOMMY WATERS,,MAIL IN,1468,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #1,FALSE,,,YES,,MAIL IN,1348,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #1,FALSE,,,NO,,MAIL IN,890,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #2,FALSE,,,YES,,MAIL IN,1775,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #2,FALSE,,,NO,,MAIL IN,460,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #3,FALSE,,,YES,,MAIL IN,1786,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #3,FALSE,,,NO,,MAIL IN,419,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #4,FALSE,,,YES,,MAIL IN,1328,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-01,,CHARTER QUESTION #4,FALSE,,,NO,,MAIL IN,716,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,MAIL IN,34,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,MAIL IN,7,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,MAIL IN,624,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,US SENATE,FALSE,GREEN,OTHER,EMMA JANE A POHLMAN,SENATE,MAIL IN,30,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,MAIL IN,1599,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,MAIL IN,1631,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,MAIL IN,632,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,MAIL IN,722,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,MAIL IN,1581,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,012,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,BLAKE BOYD,,MAIL IN,723,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,012,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,SHARON Y MORIWAKI,,MAIL IN,1486,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,024,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,JILLIAN T ANDERSON,,MAIL IN,769,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,024,STATE HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ADRIAN TAM,,MAIL IN,1484,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,MAIL IN,601,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,MAIL IN,882,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,MAIL IN,569,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,MAIL IN,724,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,MAIL IN,687,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,MAIL IN,537,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,MAIL IN,652,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,MAIL IN,604,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,004,COUNCILMEMBER,FALSE,,,KALEO NAKOA,,MAIL IN,510,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,004,COUNCILMEMBER,FALSE,,,TOMMY WATERS,,MAIL IN,1450,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #1,FALSE,,,YES,,MAIL IN,1227,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #1,FALSE,,,NO,,MAIL IN,876,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #2,FALSE,,,YES,,MAIL IN,1596,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #2,FALSE,,,NO,,MAIL IN,498,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #3,FALSE,,,YES,,MAIL IN,1650,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #3,FALSE,,,NO,,MAIL IN,420,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #4,FALSE,,,YES,,MAIL IN,1256,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-02,,CHARTER QUESTION #4,FALSE,,,NO,,MAIL IN,677,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,MAIL IN,8,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,MAIL IN,5,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,MAIL IN,178,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,US SENATE,FALSE,GREEN,OTHER,EMMA JANE A POHLMAN,SENATE,MAIL IN,4,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,MAIL IN,496,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,MAIL IN,512,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,MAIL IN,180,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,MAIL IN,198,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,MAIL IN,512,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,012,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,BLAKE BOYD,,MAIL IN,180,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,012,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,SHARON Y MORIWAKI,,MAIL IN,490,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,024,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,JILLIAN T ANDERSON,,MAIL IN,202,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,024,STATE HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ADRIAN TAM,,MAIL IN,476,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,MAIL IN,196,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,MAIL IN,270,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,MAIL IN,215,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,MAIL IN,224,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,MAIL IN,210,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,MAIL IN,184,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,MAIL IN,206,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,MAIL IN,228,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #1,FALSE,,,YES,,MAIL IN,384,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #1,FALSE,,,NO,,MAIL IN,271,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #2,FALSE,,,YES,,MAIL IN,513,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #2,FALSE,,,NO,,MAIL IN,147,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #3,FALSE,,,YES,,MAIL IN,542,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #3,FALSE,,,NO,,MAIL IN,108,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #4,FALSE,,,YES,,MAIL IN,401,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-03,,CHARTER QUESTION #4,FALSE,,,NO,,MAIL IN,210,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,MAIL IN,14,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,MAIL IN,3,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,MAIL IN,233,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,US SENATE,FALSE,GREEN,OTHER,EMMA JANE A POHLMAN,SENATE,MAIL IN,13,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,MAIL IN,1142,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,MAIL IN,1141,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,MAIL IN,241,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,MAIL IN,345,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,MAIL IN,1075,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
24-04,010,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,LES S IHARA,,MAIL IN,953,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
